Gene ID	Gene Name	SRR7153131	SRR7153130	SRR7153129	SRR7153128	SRR7153127	SRR7153126
Zm00001eb045410		2	4	1	2	1	1
Zm00001eb045420		218	156	211	121	143	179
Zm00001eb045430		0	0	3	1	4	3
Zm00001eb045440		0	0	0	0	0	0
Zm00001eb045450		592	672	744	294	629	421
Zm00001eb045460		0	0	0	0	1	0
Zm00001eb045470		1	2	0	1	0	2
Zm00001eb045480		0	0	0	0	0	0
Zm00001eb045490		3	1	1	1	2	9
Zm00001eb045500		0	0	0	0	0	0
Zm00001eb045510		28	54	56	34	29	37
Zm00001eb045520		986	864	976	307	756	507
Zm00001eb045530		991	747	1335	385	931	652
Zm00001eb045540		37	31	63	21	28	38
Zm00001eb045550		0	0	0	0	0	0
Zm00001eb045560		228	351	227	98	425	218
Zm00001eb045570		153	179	221	69	128	99
Zm00001eb045580		0	0	1	0	2	1
Zm00001eb045590		0	0	0	0	0	0
Zm00001eb045600		0	0	0	0	0	0
Zm00001eb045610		0	0	0	0	0	0
Zm00001eb045620		899	1714	1498	583	688	848
Zm00001eb045630		1486	1177	1194	309	688	450
Zm00001eb045640		649	534	768	598	435	484
Zm00001eb045650		0	2	2	1	0	0
Zm00001eb045660		155	240	284	94	221	170
Zm00001eb045670		28	53	52	76	92	97
Zm00001eb045680		536	537	713	277	428	334
Zm00001eb045690		0	0	0	0	0	1
Zm00001eb045700		0	2	2	2	0	2
Zm00001eb045710		14	30	18	8	6	4
Zm00001eb045720		2	3	1	3	1	2
Zm00001eb045730		206	269	224	125	179	210
Zm00001eb045740		0	1	2	0	0	5
Zm00001eb045750		0	1	0	0	0	1
Zm00001eb045760		132	181	191	134	178	170
Zm00001eb045770		67	65	90	42	58	51
Zm00001eb045780		1	14	9	5	11	1
Zm00001eb045790		2138	3237	3766	1117	4948	2187
Zm00001eb045800		0	0	1	0	1	1
Zm00001eb045810		978	1091	1043	397	669	544
Zm00001eb045820		12	5	10	2	1	5
Zm00001eb045830		1	0	0	0	0	0
Zm00001eb045840		0	1	1	0	0	0
Zm00001eb045850		0	0	0	0	0	0
Zm00001eb045860		328	317	378	114	208	176
Zm00001eb045870		1602	1660	1573	771	1012	1064
Zm00001eb045880		45	41	77	36	63	43
Zm00001eb045890		1057	1491	1552	527	1012	911
Zm00001eb045900		0	0	0	0	0	0
Zm00001eb045910		418	314	441	180	223	217
Zm00001eb045920		0	0	0	0	0	0
Zm00001eb045930		35	34	25	10	29	28
Zm00001eb045940		0	0	0	0	0	0
Zm00001eb045950		361	279	352	91	317	237
Zm00001eb045960		51	61	75	48	207	117
Zm00001eb045970		8	3	4	2	1	5
Zm00001eb045980		6	3	6	1	2	6
Zm00001eb045990		1	0	0	0	0	0
Zm00001eb046000		0	0	0	0	0	0
Zm00001eb046010		44	82	74	12	69	36
Zm00001eb046020		0	0	0	0	0	0
Zm00001eb046030		0	0	0	0	0	0
Zm00001eb046040		152	239	247	127	279	222
Zm00001eb046050		2	39	65	64	231	55
Zm00001eb046060		0	0	0	0	0	0
Zm00001eb046070		3	2	0	1	0	3
Zm00001eb046080		81	122	172	49	107	58
Zm00001eb046090		25	26	41	8	37	28
Zm00001eb046100		457	473	618	196	274	272
Zm00001eb046110		587	569	550	227	411	325
Zm00001eb046120		721	754	757	326	677	404
Zm00001eb046130		0	0	0	0	0	0
Zm00001eb046140		0	0	0	0	0	0
Zm00001eb046150		1	2	0	0	1	0
Zm00001eb046160		1116	1027	1558	386	1009	637
Zm00001eb046170		0	2	3	2	2	5
Zm00001eb046180		0	0	0	0	0	0
Zm00001eb046190		0	0	0	0	0	0
Zm00001eb046200		1	0	0	1	0	0
Zm00001eb046210		0	1	4	0	35	3
Zm00001eb046220		0	0	1	2	0	0
Zm00001eb046230		1	0	0	0	0	0
Zm00001eb046240		0	0	0	0	0	0
Zm00001eb046250		0	0	0	0	0	0
Zm00001eb046260		2133	1949	2634	816	2745	1487
Zm00001eb046270		0	0	0	0	0	0
Zm00001eb046280		9	26	24	28	33	51
Zm00001eb046290		0	1	0	1	0	0
Zm00001eb046300		0	0	0	0	0	0
Zm00001eb046310		153	215	187	66	75	100
Zm00001eb046320		0	0	0	0	0	0
Zm00001eb046330		0	0	0	0	1	0
Zm00001eb046340		4146	3185	4835	1355	4543	2521
Zm00001eb046350		356	379	464	167	250	328
Zm00001eb046360		5	0	1	0	0	0
Zm00001eb046370		1012	1030	1197	317	936	563
Zm00001eb046380		0	0	0	0	0	0
Zm00001eb046390		0	0	0	0	0	0
Zm00001eb046400		0	0	0	0	4	10
Zm00001eb046410		0	0	0	0	0	0
Zm00001eb046420		144	179	216	86	104	116
Zm00001eb046430		1146	1049	1454	365	969	668
Zm00001eb046440		0	1	0	1	1	0
Zm00001eb046450		9	5	12	2	5	5
Zm00001eb046460		0	0	0	0	0	0
Zm00001eb046470		3	2	5	1	4	3
Zm00001eb046480		2	7	3	1	0	2
Zm00001eb046490		5	19	24	4	6	2
Zm00001eb046500		4	9	10	5	8	7
Zm00001eb046510		199	189	248	1552	1504	1648
Zm00001eb046520		0	0	0	0	0	0
Zm00001eb046530		0	0	0	0	0	0
Zm00001eb046540		0	0	0	0	0	0
Zm00001eb046550		0	0	0	0	0	0
Zm00001eb046560		4	9	9	4	8	8
Zm00001eb046570		1	5	18	9	258	80
Zm00001eb046580		1939	2540	2229	637	2079	860
Zm00001eb046590		593	624	841	367	537	560
Zm00001eb046600		0	0	0	0	0	0
Zm00001eb046610		1	1	4	3	1	1
Zm00001eb046620		0	0	0	0	1	0
Zm00001eb046630		0	0	0	0	0	0
Zm00001eb046640		0	0	0	0	0	0
Zm00001eb046650		667	760	775	179	375	346
Zm00001eb046660		0	0	0	0	0	0
Zm00001eb046670		76	88	65	47	83	57
Zm00001eb046680		17	5	28	8	41	12
Zm00001eb046690		359	320	277	114	185	221
Zm00001eb046700		188	186	166	79	138	114
Zm00001eb046710		20	36	35	23	11	16
Zm00001eb046720		24	10	26	19	12	16
Zm00001eb046730		16	16	18	10	7	12
Zm00001eb046740		2473	1911	2136	1534	1193	1558
Zm00001eb046750		106	136	160	120	96	109
Zm00001eb046760		5	2	1	2	2	5
Zm00001eb046770		11	12	12	2	5	14
Zm00001eb046780		0	0	0	0	0	0
Zm00001eb046790		106	92	179	68	84	93
Zm00001eb046800		0	0	0	0	0	0
Zm00001eb046810		0	0	0	0	0	0
Zm00001eb046820		0	0	1	0	0	0
Zm00001eb046830		0	0	0	0	0	0
Zm00001eb046840		141	194	257	115	251	199
Zm00001eb046850		0	0	0	0	0	0
Zm00001eb046860		177	182	210	107	140	128
Zm00001eb046870		0	0	0	0	0	0
Zm00001eb046880		0	0	0	0	0	0
Zm00001eb046890		0	0	0	0	0	0
Zm00001eb046900		0	0	0	0	0	0
Zm00001eb046910		0	0	0	0	0	0
Zm00001eb046920		11	252	472	31	221	256
Zm00001eb046930		0	0	0	0	0	0
Zm00001eb046940		0	0	0	0	0	0
Zm00001eb046950		0	0	0	0	0	0
Zm00001eb046960		6	7	12	9	24	12
Zm00001eb046970		0	0	0	0	0	0
Zm00001eb046980		744	583	681	397	491	507
Zm00001eb046990		97	98	72	52	38	51
Zm00001eb047000		150	130	117	42	90	76
Zm00001eb047010		63	73	65	58	57	82
Zm00001eb047020		154	149	147	99	90	128
Zm00001eb047030		29	13	32	15	21	22
Zm00001eb047040		2	6	8	2	1	2
Zm00001eb047050		1	0	0	0	0	1
Zm00001eb047060		88	127	79	40	52	36
Zm00001eb047070		0	0	0	0	0	0
Zm00001eb047080		1	6	3	2	13	2
Zm00001eb047090		0	0	0	0	0	0
Zm00001eb047100		0	0	0	0	0	2
Zm00001eb047110		24	28	64	35	76	55
Zm00001eb047120		0	2	2	0	0	0
Zm00001eb047130		0	0	0	0	0	0
Zm00001eb047140		144	136	129	68	141	133
Zm00001eb047150		129	155	191	34	30	49
Zm00001eb047160		0	0	0	0	0	0
Zm00001eb047170		942	1436	1759	794	1498	952
Zm00001eb047180		0	0	0	0	0	0
Zm00001eb047190		0	0	0	0	0	0
Zm00001eb047200		1	0	0	0	0	0
Zm00001eb047210		0	0	0	0	0	0
Zm00001eb047220		0	1	4	0	0	2
Zm00001eb047230		1	0	0	0	0	0
Zm00001eb047240		73	80	132	64	92	94
Zm00001eb047250		0	1	2	0	0	1
Zm00001eb047260		0	0	0	0	2	0
Zm00001eb047270		0	1	0	0	1	0
Zm00001eb047280		115	176	223	194	252	258
Zm00001eb047290		0	0	0	0	0	0
Zm00001eb047300		0	0	0	0	0	0
Zm00001eb047310		1389	1466	1349	659	989	1000
Zm00001eb047320		0	0	0	0	1	1
Zm00001eb047330		0	0	0	0	0	0
Zm00001eb047340		0	0	0	0	0	0
Zm00001eb047350		0	0	0	0	0	0
Zm00001eb047360		0	0	0	0	0	0
Zm00001eb047370		0	0	0	0	0	0
Zm00001eb047380		0	0	0	0	0	0
Zm00001eb047390		0	0	0	0	0	0
Zm00001eb047400		0	0	0	0	0	0
Zm00001eb047410		0	0	0	0	0	0
Zm00001eb047420		0	0	0	0	0	0
Zm00001eb047430		0	0	0	0	0	0
Zm00001eb047440		0	0	0	0	0	0
Zm00001eb047450		0	0	0	0	0	0
Zm00001eb047460		106	110	222	29	192	64
Zm00001eb047470		11	19	17	12	22	17
Zm00001eb047480		0	0	3	0	1	0
Zm00001eb047490		0	0	0	0	0	0
Zm00001eb047500		1028	935	1180	366	778	615
Zm00001eb047510		85	85	125	39	114	103
Zm00001eb047520		2	25	22	10	58	38
Zm00001eb047530		0	0	0	0	0	0
Zm00001eb047540		0	0	0	0	0	0
Zm00001eb047550		9	6	2	2	5	1
Zm00001eb047560		648	754	769	229	499	361
Zm00001eb047570		17	15	10	5	6	4
Zm00001eb047580		1	7	6	0	3	2
Zm00001eb047590		0	0	2	0	0	0
Zm00001eb047600		0	0	0	0	0	1
Zm00001eb047610		725	742	709	379	529	629
Zm00001eb047620		1	2	3	0	0	0
Zm00001eb047630		0	0	0	0	0	0
Zm00001eb047640		0	0	1	0	0	0
Zm00001eb047650		0	0	0	0	0	0
Zm00001eb047660		0	0	0	0	0	0
Zm00001eb047670		0	0	1	0	0	0
Zm00001eb047680		0	1	2	0	0	0
Zm00001eb047690		0	0	0	0	0	0
Zm00001eb047700		0	0	0	0	0	0
Zm00001eb047710		0	0	0	0	0	0
Zm00001eb047720		0	0	0	0	0	0
Zm00001eb047730		0	0	0	0	0	0
Zm00001eb047740		7	15	14	4	20	14
Zm00001eb047750		0	3	0	0	5	3
Zm00001eb047760		488	385	950	1059	425	394
Zm00001eb047770		0	0	0	0	0	0
Zm00001eb047780		0	0	1	0	0	2
Zm00001eb047790		0	0	0	0	0	0
Zm00001eb047800		0	0	0	0	0	0
Zm00001eb047810		177	222	192	82	143	147
Zm00001eb047820		0	0	1	2	0	0
Zm00001eb047830		50	77	150	58	189	111
Zm00001eb047840		249	237	275	150	230	194
Zm00001eb047850		2	1	2	0	0	0
Zm00001eb047860		54	70	80	53	233	101
Zm00001eb047870		0	0	0	0	0	0
Zm00001eb047880		1	1	0	0	1	1
Zm00001eb047890		236	343	455	147	235	245
Zm00001eb047900		0	0	0	0	0	0
Zm00001eb047910		3	6	7	2	6	8
Zm00001eb047920		104	149	162	35	149	72
Zm00001eb047930		115	116	108	55	199	147
Zm00001eb047940		0	0	0	0	0	0
Zm00001eb047950		0	0	0	0	0	0
Zm00001eb047960		0	0	0	0	0	0
Zm00001eb047970		0	5	5	4	18	3
Zm00001eb047980		93	171	303	131	745	304
Zm00001eb047990		33	39	26	24	53	105
Zm00001eb048000		1029	1486	1735	529	1236	774
Zm00001eb048010		0	0	0	0	0	0
Zm00001eb048020		883	798	580	298	402	292
Zm00001eb048030		1	7	11	1	2	2
Zm00001eb048040		0	0	0	0	0	0
Zm00001eb048050		0	0	0	0	0	0
Zm00001eb048060		1	0	0	0	0	0
Zm00001eb048070		2	1	0	0	0	0
Zm00001eb048080		0	0	0	0	0	0
Zm00001eb048090		94	72	62	25	66	35
Zm00001eb048100		1	0	0	0	0	0
Zm00001eb048110		0	0	0	0	1	0
Zm00001eb048120		57	71	62	45	73	70
Zm00001eb048130		0	0	0	0	1	0
Zm00001eb048140		736	251	90	43	66	81
Zm00001eb048150		218	110	155	96	43	77
Zm00001eb048160		769	705	796	436	708	588
Zm00001eb048170		0	0	0	0	0	0
Zm00001eb048180		0	0	0	0	0	0
Zm00001eb048190		0	0	1	1	3	0
Zm00001eb048200		1	0	1	0	0	0
Zm00001eb048210		146	157	142	78	110	97
Zm00001eb048220		1444	1323	1633	695	840	909
Zm00001eb048230		1	2	2	6	4	10
Zm00001eb048240		0	0	0	0	0	0
Zm00001eb048250		1	0	0	0	0	0
Zm00001eb048260		0	0	0	0	0	0
Zm00001eb048270		452	471	645	179	389	336
Zm00001eb048280		101	161	136	36	130	101
Zm00001eb048290		585	651	783	347	510	473
Zm00001eb048300		0	0	0	0	0	0
Zm00001eb048310		230	202	271	171	149	197
Zm00001eb048320		0	0	0	0	0	0
Zm00001eb048330		0	0	0	0	0	0
Zm00001eb048340		89	104	94	54	53	69
Zm00001eb048350		0	0	0	0	1	0
Zm00001eb048360		0	0	0	0	0	0
Zm00001eb048370		92	98	156	19	50	99
Zm00001eb048380		0	0	0	0	0	0
Zm00001eb048390		57	90	96	34	122	48
Zm00001eb048400		0	0	0	0	0	0
Zm00001eb048410		1	0	2	1	1	0
Zm00001eb048420		0	3	1	9	6	3
Zm00001eb048430		0	0	0	0	0	0
Zm00001eb048440		0	0	1	0	1	2
Zm00001eb048450		0	0	0	0	0	0
Zm00001eb048460		0	0	0	0	0	0
Zm00001eb048470		3	3	1	1	8	3
Zm00001eb048480		455	578	650	132	266	285
Zm00001eb048490		0	0	0	0	0	0
Zm00001eb048500		0	0	0	0	0	0
Zm00001eb048510		27	36	40	14	38	27
Zm00001eb048520		0	0	0	0	0	0
Zm00001eb048530		0	0	0	0	0	0
Zm00001eb048540		0	0	0	0	0	0
Zm00001eb048550		368	335	454	173	245	274
Zm00001eb048560		0	0	0	0	0	0
Zm00001eb048570		0	0	0	0	0	0
Zm00001eb048580		11	8	24	5	11	8
Zm00001eb048590		0	0	0	0	0	0
Zm00001eb048600		625	688	813	284	616	456
Zm00001eb048610		0	0	0	0	0	0
Zm00001eb048620		0	0	0	0	0	0
Zm00001eb048630		0	0	0	0	0	0
Zm00001eb048640		9	5	7	2	2	2
Zm00001eb048650		0	0	0	0	0	0
Zm00001eb048660		1325	1694	1560	814	990	1101
Zm00001eb048670		7	5	11	24	23	38
Zm00001eb048680		13	10	26	6	25	41
Zm00001eb048690		0	0	0	0	0	0
Zm00001eb048700		4	5	9	6	11	7
Zm00001eb048710		0	0	0	0	0	0
Zm00001eb048720		197	344	329	107	272	216
Zm00001eb048730		1	10	8	8	101	14
Zm00001eb048740		474	650	224	854	1100	1134
Zm00001eb048750		1	4	3	3	3	7
Zm00001eb048760		6	5	6	2	2	8
Zm00001eb048770		3	0	0	0	1	0
Zm00001eb048780		27	7	6	6	16	12
Zm00001eb048790		61	93	100	70	35	99
Zm00001eb048800		3	12	26	9	12	13
Zm00001eb048810		165	165	148	91	134	149
Zm00001eb048820		867	733	974	418	430	565
Zm00001eb048830		29	47	41	28	41	39
Zm00001eb048840		100	228	217	110	188	202
Zm00001eb048850		64	94	96	47	85	76
Zm00001eb048860		7	26	85	58	78	86
Zm00001eb048870		8	19	8	16	9	7
Zm00001eb048880		0	0	0	0	0	0
Zm00001eb048890		0	1	0	0	1	1
Zm00001eb048900		0	0	0	0	0	0
Zm00001eb048910		0	0	0	0	0	0
Zm00001eb048920		0	0	0	1	0	0
Zm00001eb048930		0	1	0	0	1	1
Zm00001eb048940		0	0	0	0	0	0
Zm00001eb048950		0	0	0	0	1	0
Zm00001eb048960		0	0	0	0	0	0
Zm00001eb048970		0	0	0	0	0	0
Zm00001eb048980		0	0	0	0	0	0
Zm00001eb048990		0	1	1	0	0	0
Zm00001eb049000		198	187	218	69	244	161
Zm00001eb049010		45	60	80	34	49	64
Zm00001eb049020		9	7	15	12	8	6
Zm00001eb049030		6	10	7	10	6	5
Zm00001eb049040		0	0	0	0	0	0
Zm00001eb049050		0	0	0	0	0	0
Zm00001eb049060		0	0	0	0	0	0
Zm00001eb049070		11	28	6	6	16	22
Zm00001eb049080		99	167	134	110	99	104
Zm00001eb049090		0	0	0	0	0	0
Zm00001eb049100		89	100	143	51	112	70
Zm00001eb049110		0	0	0	0	0	0
Zm00001eb049120		22	60	92	50	107	85
Zm00001eb049130		0	0	0	0	1	0
Zm00001eb049140		126	79	113	92	50	72
Zm00001eb049150		129	138	151	100	146	164
Zm00001eb049160		0	0	0	0	1	0
Zm00001eb049170		861	849	626	345	322	439
Zm00001eb049180		455	618	526	139	313	305
Zm00001eb049190		27	20	43	26	31	54
Zm00001eb049200		1009	1125	1256	535	929	750
Zm00001eb049210		2	0	0	0	0	0
Zm00001eb049220		0	0	0	0	0	0
Zm00001eb049230		0	0	0	0	0	0
Zm00001eb049240		1838	1957	2321	711	1241	792
Zm00001eb049250		284	336	337	134	292	189
Zm00001eb049260		1	5	2	0	0	0
Zm00001eb049270		41	84	61	18	38	25
Zm00001eb049280		46	71	68	23	40	20
Zm00001eb049290		5565	5000	5655	1887	3516	2598
Zm00001eb049300		830	691	857	311	544	509
Zm00001eb049310		1198	1019	1177	247	945	398
Zm00001eb049320		158	150	153	73	138	116
Zm00001eb049330		35	24	86	34	142	50
Zm00001eb049340		0	0	0	0	0	0
Zm00001eb049350		0	0	0	0	0	0
Zm00001eb049360		0	0	0	0	0	0
Zm00001eb049370		7	0	0	0	13	3
Zm00001eb049380		0	0	0	0	3	0
Zm00001eb049390		0	0	0	0	0	0
Zm00001eb049400		0	0	0	0	0	0
Zm00001eb049410		0	0	0	0	0	0
Zm00001eb049420		0	0	0	0	0	0
Zm00001eb049430		3	3	1	0	2	2
Zm00001eb049440		0	0	0	0	0	0
Zm00001eb049450		0	0	0	0	0	0
Zm00001eb049460		0	0	0	0	0	0
Zm00001eb049470		0	0	0	0	0	0
Zm00001eb049480		0	0	0	0	0	0
Zm00001eb049490		1	1	0	0	0	1
Zm00001eb049500		4	3	1	3	1	1
Zm00001eb049510		0	0	0	0	0	0
Zm00001eb049520		0	0	0	0	0	0
Zm00001eb049530		5	1	3	2	4	3
Zm00001eb049540		22	25	27	11	16	12
Zm00001eb049550		0	0	0	0	0	0
Zm00001eb049560		1	3	3	1	2	5
Zm00001eb049570		9098	7204	10564	3878	8402	5951
Zm00001eb049580		116	255	245	127	222	197
Zm00001eb049590		20	28	22	17	25	17
Zm00001eb049600		8	5	8	4	10	9
Zm00001eb049610		1379	1552	1592	736	1362	1163
Zm00001eb049620		0	0	0	0	0	0
Zm00001eb049630		0	0	0	0	0	0
Zm00001eb049640		0	0	0	0	0	0
Zm00001eb049650		45	54	68	15	50	34
Zm00001eb049660		0	1	0	1	0	0
Zm00001eb049670		0	0	0	0	0	0
Zm00001eb049680		0	0	0	0	0	0
Zm00001eb049690		0	0	0	0	0	0
Zm00001eb049700		0	0	0	0	0	0
Zm00001eb049710		0	0	0	0	0	0
Zm00001eb049720		3710	3230	4351	1571	3568	2260
Zm00001eb049730		15	42	47	14	33	19
Zm00001eb049740		0	3	2	0	0	0
Zm00001eb049750		203	349	331	163	242	202
Zm00001eb049760		0	0	1	0	1	0
Zm00001eb049770		13	8	10	2	5	3
Zm00001eb049780		607	494	543	286	262	375
Zm00001eb049790		0	0	0	0	0	0
Zm00001eb049800		150	194	222	91	152	140
Zm00001eb049810		1585	1385	1488	752	875	973
Zm00001eb049820		0	0	0	0	0	0
Zm00001eb049830		1824	797	2282	455	690	592
Zm00001eb049840		2110	1992	2638	812	1546	1114
Zm00001eb049850		7	5	2	10	19	22
Zm00001eb049860		0	1	0	0	1	2
Zm00001eb049870		0	0	0	0	0	0
Zm00001eb049880		0	0	0	0	0	0
Zm00001eb049890		7	42	50	13	25	75
Zm00001eb049900		0	0	0	0	0	0
Zm00001eb049910		1760	1846	2095	648	1366	1061
Zm00001eb049920		22	13	16	6	14	8
Zm00001eb049930		22	27	22	11	13	23
Zm00001eb049940		37	67	48	14	20	16
Zm00001eb049950		367	539	371	250	155	210
Zm00001eb049960		3	1	2	1	1	0
Zm00001eb049970		11	11	21	12	12	16
Zm00001eb049980		20	24	27	12	35	37
Zm00001eb049990		1	0	0	0	1	0
Zm00001eb050000		0	0	0	0	0	0
Zm00001eb050010		53	43	91	10	44	95
Zm00001eb050020		15	16	41	14	12	20
Zm00001eb050030		12	21	11	5	7	10
Zm00001eb050040		200	197	262	47	132	100
Zm00001eb050050		2	0	0	2	1	1
Zm00001eb050060		735	751	1173	303	1251	454
Zm00001eb050070		19	19	21	816	664	614
Zm00001eb050080		0	0	0	0	0	0
Zm00001eb050090		0	0	0	0	0	0
Zm00001eb050100		12	18	15	8	24	22
Zm00001eb050110		131	104	168	103	108	97
Zm00001eb050120		1	0	0	0	0	0
Zm00001eb050130		31	21	43	26	63	28
Zm00001eb050140		8	3	15	1	38	8
Zm00001eb050150		0	0	0	0	0	0
Zm00001eb050160		0	0	0	0	0	0
Zm00001eb050170		0	0	0	0	0	0
Zm00001eb050180		0	0	0	0	0	0
Zm00001eb050190		0	0	0	0	0	0
Zm00001eb050200		0	0	0	0	0	0
Zm00001eb050210		0	0	0	0	0	0
Zm00001eb050220		558	704	871	236	589	400
Zm00001eb050230		2	0	1	2	3	2
Zm00001eb050240		2	2	2	3	10	11
Zm00001eb050250		1	0	0	0	0	1
Zm00001eb050260		0	0	0	0	1	0
Zm00001eb050270		0	1	1	0	1	0
Zm00001eb050280		11070	11812	13498	6799	7437	9216
Zm00001eb050290		595	592	597	201	344	401
Zm00001eb050300		0	2	2	0	4	4
Zm00001eb050310		851	836	949	336	768	481
Zm00001eb050320		2	3	8	9	15	15
Zm00001eb050330		33	37	38	14	18	17
Zm00001eb050340		798	897	740	473	592	595
Zm00001eb050350		307	424	404	167	286	271
Zm00001eb050360		0	0	0	0	0	0
Zm00001eb050370		131	166	176	69	105	109
Zm00001eb050380		3	4	3	2	5	1
Zm00001eb050390		0	0	0	0	0	0
Zm00001eb050400		60	34	51	29	29	40
Zm00001eb050410		218	261	388	179	588	339
Zm00001eb050420		85	47	63	41	49	63
Zm00001eb050430		0	0	0	0	0	0
Zm00001eb050440		0	0	0	0	0	0
Zm00001eb050450		0	0	0	0	0	0
Zm00001eb050460		1477	1677	1508	473	866	739
Zm00001eb050470		0	3	2	0	0	3
Zm00001eb050480		0	0	0	0	0	0
Zm00001eb050490		23	19	27	15	57	27
Zm00001eb050500		22	23	34	34	52	31
Zm00001eb050510		6	5	6	6	2	5
Zm00001eb050520		10	2	6	3	2	6
Zm00001eb050530		252	268	245	169	62	148
Zm00001eb050540		2	1	2	1	4	3
Zm00001eb050550		0	0	0	0	0	0
Zm00001eb050560		0	0	0	0	0	0
Zm00001eb050570		0	0	0	0	0	0
Zm00001eb050580		0	0	0	0	0	0
Zm00001eb050590		0	0	0	0	0	0
Zm00001eb050600		1	2	1	1	6	1
Zm00001eb050610		9	35	69	50	138	67
Zm00001eb050620		0	0	0	0	0	0
Zm00001eb050630		0	0	0	0	0	0
Zm00001eb050640		0	1	0	0	0	0
Zm00001eb050650		170	217	227	68	160	149
Zm00001eb050660		180	335	149	28	145	99
Zm00001eb050670		176	208	254	113	197	155
Zm00001eb050680		743	641	856	244	587	410
Zm00001eb050690		0	0	0	0	0	0
Zm00001eb050700		4	1	1	1	0	0
Zm00001eb050710		0	2	2	3	0	1
Zm00001eb050720		0	0	0	0	0	0
Zm00001eb050730		12	9	15	6	19	7
Zm00001eb050740		213	267	349	120	273	183
Zm00001eb050750		28	11	1	3	13	3
Zm00001eb050760		143	160	206	71	100	87
Zm00001eb050770		194	430	307	115	209	222
Zm00001eb050780		0	0	0	0	0	0
Zm00001eb050790		6	9	9	12	9	11
Zm00001eb050800		0	0	0	0	0	0
Zm00001eb050810		0	1	0	0	0	0
Zm00001eb050820		0	0	0	0	0	0
Zm00001eb050830		0	0	0	2	0	0
Zm00001eb050840		506	389	425	99	141	186
Zm00001eb050850		62	37	61	18	51	28
Zm00001eb050860		57	30	57	21	31	30
Zm00001eb050870		522	416	485	235	233	264
Zm00001eb050880		790	937	1327	528	703	481
Zm00001eb050890		0	0	0	0	0	0
Zm00001eb050900		0	0	0	0	0	0
Zm00001eb050910		1	4	3	4	1	0
Zm00001eb050920		0	1	0	1	0	0
Zm00001eb050930		156	135	229	72	232	175
Zm00001eb050940		0	0	1	1	1	1
Zm00001eb050950		0	0	0	15	2	21
Zm00001eb050960		0	0	0	0	0	0
Zm00001eb050970		0	0	0	0	0	0
Zm00001eb050980		0	0	0	0	0	0
Zm00001eb050990		475	543	433	174	241	184
Zm00001eb051000		2	0	6	1	2	1
Zm00001eb051010		0	0	0	0	0	0
Zm00001eb051020		0	0	0	0	0	0
Zm00001eb051030		0	0	0	0	0	0
Zm00001eb051040		42	41	89	32	77	52
Zm00001eb051050		12	14	13	6	15	14
Zm00001eb051060		0	11	12	0	10	36
Zm00001eb051070		0	3	0	3	1	0
Zm00001eb051080		867	957	905	413	581	599
Zm00001eb051090		136	133	210	133	83	133
Zm00001eb051100		0	0	0	0	0	0
Zm00001eb051110		434	493	558	183	444	269
Zm00001eb051120		251	266	356	111	137	177
Zm00001eb051130		23	36	40	22	16	38
Zm00001eb051140		303	318	265	154	173	222
Zm00001eb051150		832	891	1179	526	802	785
Zm00001eb051160		0	4	3	6	23	4
Zm00001eb051170		36	32	63	20	58	41
Zm00001eb051180		0	0	0	0	0	0
Zm00001eb051190		0	0	0	0	0	0
Zm00001eb051200		7	54	90	24	71	137
Zm00001eb051210		2169	2738	3435	1860	2895	2696
Zm00001eb051220		844	784	1071	496	796	659
Zm00001eb051230		0	0	0	0	0	0
Zm00001eb051240		0	0	0	0	0	0
Zm00001eb051250		0	0	0	0	0	0
Zm00001eb051260		0	0	0	0	0	0
Zm00001eb051270		0	0	0	0	0	0
Zm00001eb051280		383	328	334	181	216	331
Zm00001eb051290		0	1	2	1	5	1
Zm00001eb051300		959	1087	1119	546	895	772
Zm00001eb051310		0	0	0	0	0	0
Zm00001eb051320		111	94	117	28	148	48
Zm00001eb051330		1	1	1	0	0	0
Zm00001eb051340		0	0	1	0	1	2
Zm00001eb051350		3	3	1	2	1	1
Zm00001eb051360		3	10	9	4	7	13
Zm00001eb051370		19	31	26	12	25	33
Zm00001eb051380		0	0	0	0	0	0
Zm00001eb051390		0	0	0	0	0	0
Zm00001eb051400		0	0	0	0	0	1
Zm00001eb051410		487	581	551	178	446	327
Zm00001eb051420		16	13	18	13	29	26
Zm00001eb051430		4	5	2	7	6	9
Zm00001eb051440		0	0	0	0	0	0
Zm00001eb051450		0	2	0	5	0	4
Zm00001eb051460		18	22	33	11	19	11
Zm00001eb051470		12	35	35	16	33	49
Zm00001eb051480		0	1	0	0	2	2
Zm00001eb051490		284	351	371	122	306	228
Zm00001eb051500		30	44	63	12	88	54
Zm00001eb051510		74	135	134	16	100	54
Zm00001eb051520		8	23	28	25	20	19
Zm00001eb051530		0	0	0	0	0	0
Zm00001eb051540		0	0	0	0	0	5
Zm00001eb051550		0	1	0	0	0	0
Zm00001eb051560		0	0	0	0	0	0
Zm00001eb051570		0	18	8	0	0	22
Zm00001eb051580		15	38	14	35	64	14
Zm00001eb051590		0	0	0	0	0	0
Zm00001eb051600		1026	1130	1144	601	982	778
Zm00001eb051610		75	63	91	37	62	48
Zm00001eb051620		0	0	0	0	0	0
Zm00001eb051630		0	0	0	0	0	0
Zm00001eb051640		0	0	0	0	0	0
Zm00001eb051650		50	61	67	28	40	50
Zm00001eb051660		0	0	0	0	0	0
