"go_id","go_desc","gene_count","up_count","down_count"
"GO:0009832","plant-type cell wall biogenesis",1,1,0
"GO:0009833","plant-type primary cell wall biogenesis",1,0,1
"GO:0009846","pollen germination",1,0,1
"GO:0009852","auxin catabolic process",1,0,1
"GO:0009854","oxidative photosynthetic carbon pathway",1,0,1
"GO:0009855","determination of bilateral symmetry",1,1,0
"GO:0009866","induced systemic resistance, ethylene mediated signaling pathway",1,0,1
"GO:0009898","cytoplasmic side of plasma membrane",1,1,0
"GO:0009922","fatty acid elongase activity",1,0,1
"GO:0009924","octadecanal decarbonylase activity",1,0,1
"GO:0009926","auxin polar transport",1,0,1
"GO:0009927","histidine phosphotransfer kinase activity",1,0,1
"GO:0009931","calcium-dependent protein serine/threonine kinase activity",1,1,0
"GO:0009933","meristem structural organization",1,1,0
"GO:0009943","adaxial/abaxial axis specification",1,0,1
"GO:0009944","polarity specification of adaxial/abaxial axis",1,1,0
"GO:0009955","adaxial/abaxial pattern specification",1,0,1
"GO:0009959","negative gravitropism",1,0,1
"GO:0009965","leaf morphogenesis",1,0,1
"GO:0009969","xyloglucan biosynthetic process",1,0,1
"GO:0009970","cellular response to sulfate starvation",1,1,0
"GO:0009973","adenylyl-sulfate reductase activity",1,0,1
"GO:0010005","cortical microtubule, transverse to long axis",1,0,1
"GO:0010016","shoot system morphogenesis",1,0,1
"GO:0010021","amylopectin biosynthetic process",1,0,1
"GO:0010026","trichome differentiation",1,0,1
"GO:0010029","regulation of seed germination",1,1,0
"GO:0010035","response to inorganic substance",1,0,1
"GO:0010037","response to carbon dioxide",1,0,1
"GO:0010038","response to metal ion",1,0,1
"GO:0010043","response to zinc ion",1,0,1
"GO:0010048","vernalization response",1,1,0
"GO:0010050","vegetative phase change",1,1,0
"GO:0010051","xylem and phloem pattern formation",1,1,0
"GO:0010075","regulation of meristem growth",1,0,1
"GO:0010078","maintenance of root meristem identity",1,0,1
"GO:0010087","phloem or xylem histogenesis",1,0,1
"GO:0010088","phloem development",1,0,1
"GO:0010089","xylem development",1,1,0
"GO:0010090","trichome morphogenesis",1,0,1
"GO:0010091","trichome branching",1,1,0
"GO:0010104","regulation of ethylene-activated signaling pathway",1,1,0
"GO:0010106","cellular response to iron ion starvation",1,0,1
"GO:0010109","regulation of photosynthesis",1,0,1
"GO:0010114","response to red light",1,0,1
"GO:0010117","photoprotection",1,0,1
"GO:0010118","stomatal movement",1,0,1
"GO:0010121","arginine catabolic process to proline via ornithine",1,1,0
"GO:0010133","proline catabolic process to glutamate",1,0,1
"GO:0010136","ureide catabolic process",1,0,1
"GO:0010152","pollen maturation",1,1,0
"GO:0010158","abaxial cell fate specification",1,0,1
"GO:0010165","response to X-ray",1,1,0
"GO:0010167","response to nitrate",1,0,1
"GO:0010189","vitamin E biosynthetic process",1,0,1
"GO:0010222","stem vascular tissue pattern formation",1,0,1
"GO:0010225","response to UV-C",1,1,0
"GO:0010229","inflorescence development",1,0,1
"GO:0010235","guard mother cell cytokinesis",1,0,1
"GO:0010256","endomembrane system organization",1,1,0
"GO:0010267","production of ta-siRNAs involved in RNA interference",1,0,1
"GO:0010305","leaf vascular tissue pattern formation",1,0,1
"GO:0010345","suberin biosynthetic process",1,0,1
"GO:0010405","arabinogalactan protein metabolic process",1,0,1
"GO:0010417","glucuronoxylan biosynthetic process",1,0,1
"GO:0010430","fatty acid omega-oxidation",1,0,1
"GO:0010444","guard mother cell differentiation",1,0,1
"GO:0010492","maintenance of shoot apical meristem identity",1,0,1
"GO:0010494","cytoplasmic stress granule",1,0,1
"GO:0010498","proteasomal protein catabolic process",1,1,0
"GO:0010581","regulation of starch biosynthetic process",1,0,1
"GO:0010582","floral meristem determinacy",1,0,1
"GO:0010588","cotyledon vascular tissue pattern formation",1,1,0
"GO:0010597","green leaf volatile biosynthetic process",1,0,1
"GO:0010628","positive regulation of gene expression",1,1,0
"GO:0010945","CoA pyrophosphatase activity",1,1,0
"GO:0010960","magnesium ion homeostasis",1,0,1
"GO:0010997","anaphase-promoting complex binding",1,0,1
"GO:0012507","ER to Golgi transport vesicle membrane",1,1,0
"GO:0015019","heparan-alpha-glucosaminide N-acetyltransferase activity",1,1,0
"GO:0015078","proton transmembrane transporter activity",1,0,1
"GO:0015085","calcium ion transmembrane transporter activity",1,0,1
"GO:0015086","cadmium ion transmembrane transporter activity",1,0,1
"GO:0015095","magnesium ion transmembrane transporter activity",1,1,0
"GO:0015116","sulfate transmembrane transporter activity",1,1,0
"GO:0015144","carbohydrate transmembrane transporter activity",1,0,1
"GO:0015145","monosaccharide transmembrane transporter activity",1,0,1
"GO:0015152","glucose-6-phosphate transmembrane transporter activity",1,1,0
"GO:0015203","polyamine transmembrane transporter activity",1,0,1
"GO:0015204","urea transmembrane transporter activity",1,0,1
"GO:0015207","adenine transmembrane transporter activity",1,1,0
"GO:0015234","thiamine transmembrane transporter activity",1,1,0
"GO:0015276","ligand-gated ion channel activity",1,1,0
"GO:0015292","uniporter activity",1,0,1
"GO:0015318","inorganic molecular entity transmembrane transporter activity",1,0,1
"GO:0015367","oxoglutarate:malate antiporter activity",1,1,0
"GO:0015671","oxygen transport",1,1,0
"GO:0015693","magnesium ion transport",1,1,0
"GO:0015706","nitrate transport",1,0,1
"GO:0015714","phosphoenolpyruvate transport",1,1,0
"GO:0015742","alpha-ketoglutarate transport",1,1,0
"GO:0015749","monosaccharide transmembrane transport",1,0,1
"GO:0015760","glucose-6-phosphate transport",1,1,0
"GO:0015783","GDP-fucose transmembrane transport",1,1,0
"GO:0015790","UDP-xylose transmembrane transport",1,0,1
"GO:0015840","urea transport",1,0,1
"GO:0015853","adenine transport",1,1,0
"GO:0015914","phospholipid transport",1,1,0
"GO:0015930","glutamate synthase activity",1,0,1
"GO:0015936","coenzyme A metabolic process",1,0,1
"GO:0015938","coenzyme A catabolic process",1,1,0
"GO:0016018","cyclosporin A binding",1,0,1
"GO:0016024","CDP-diacylglycerol biosynthetic process",1,0,1
"GO:0016032","viral process",1,0,1
"GO:0016054","organic acid catabolic process",1,1,0
"GO:0016070","RNA metabolic process",1,0,1
"GO:0016071","mRNA metabolic process",1,0,1
"GO:0016075","rRNA catabolic process",1,1,0
"GO:0016094","polyprenol biosynthetic process",1,1,0
"GO:0016103","diterpenoid catabolic process",1,1,0
"GO:0016114","terpenoid biosynthetic process",1,0,1
"GO:0016120","carotene biosynthetic process",1,0,1
"GO:0016143","S-glycoside metabolic process",1,0,1
"GO:0016144","S-glycoside biosynthetic process",1,0,1
"GO:0016151","nickel cation binding",1,0,1
"GO:0016161","beta-amylase activity",1,0,1
"GO:0016168","chlorophyll binding",1,1,0
"GO:0016174","NAD(P)H oxidase H2O2-forming activity",1,0,1
"GO:0016197","endosomal transport",1,0,1
"GO:0016208","AMP binding",1,0,1
"GO:0016246","RNA interference",1,1,0
"GO:0016405","CoA-ligase activity",1,0,1
"GO:0016441","posttranscriptional gene silencing",1,1,0
"GO:0016458","gene silencing",1,1,0
"GO:0016508","long-chain-enoyl-CoA hydratase activity",1,0,1
"GO:0016531","copper chaperone activity",1,1,0
"GO:0016532","superoxide dismutase copper chaperone activity",1,0,1
"GO:0016540","protein autoprocessing",1,0,1
"GO:0016556","mRNA modification",1,1,0
"GO:0016573","histone acetylation",1,1,0
"GO:0016576","histone dephosphorylation",1,0,1
"GO:0016591","RNA polymerase II, holoenzyme",1,1,0
"GO:0016593","Cdc73/Paf1 complex",1,0,1
"GO:0016594","glycine binding",1,0,1
"GO:0016597","amino acid binding",1,0,1
"GO:0016604","nuclear body",1,0,1
"GO:0016607","nuclear speck",1,1,0
"GO:0016621","cinnamoyl-CoA reductase activity",1,0,1
"GO:0016628","oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor",1,0,1
"GO:0016638","oxidoreductase activity, acting on the CH-NH2 group of donors",1,0,1
"GO:0016639","oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor",1,0,1
"GO:0016642","oxidoreductase activity, acting on the CH-NH2 group of donors, disulfide as acceptor",1,0,1
"GO:0016643","oxidoreductase activity, acting on the CH-NH2 group of donors, iron-sulfur protein as acceptor",1,0,1
"GO:0016647","oxidoreductase activity, acting on the CH-NH group of donors, oxygen as acceptor",1,0,1
"GO:0016649","oxidoreductase activity, acting on the CH-NH group of donors, quinone or similar compound as acceptor",1,0,1
"GO:0016706","2-oxoglutarate-dependent dioxygenase activity",1,0,1
"GO:0016709","oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen",1,0,1
"GO:0016720","delta12-fatty acid dehydrogenase activity",1,0,1
"GO:0016742","hydroxymethyl-, formyl- and related transferase activity",1,1,0
"GO:0016746","transferase activity, transferring acyl groups",1,1,0
"GO:0016747","transferase activity, transferring acyl groups other than amino-acyl groups",1,1,0
"GO:0016767","geranylgeranyl-diphosphate geranylgeranyltransferase activity",1,0,1
"GO:0016780","phosphotransferase activity, for other substituted phosphate groups",1,1,0
"GO:0016799","hydrolase activity, hydrolyzing N-glycosyl compounds",1,0,1
"GO:0016810","hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds",1,0,1
"GO:0016811","hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides",1,0,1
"GO:0016813","hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines",1,0,1
"GO:0016818","hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides",1,1,0
"GO:0016830","carbon-carbon lyase activity",1,1,0
"GO:0016832","aldehyde-lyase activity",1,0,1
"GO:0016835","carbon-oxygen lyase activity",1,0,1
"GO:0016846","carbon-sulfur lyase activity",1,0,1
"GO:0016855","racemase and epimerase activity, acting on amino acids and derivatives",1,0,1
"GO:0016857","racemase and epimerase activity, acting on carbohydrates and derivatives",1,0,1
"GO:0016868","intramolecular transferase activity, phosphotransferases",1,0,1
"GO:0016872","intramolecular lyase activity",1,0,1
"GO:0016878","acid-thiol ligase activity",1,0,1
"GO:0016881","acid-amino acid ligase activity",1,0,1
"GO:0016887","ATPase",1,0,1
"GO:0016889","endodeoxyribonuclease activity, producing 3'-phosphomonoesters",1,0,1
"GO:0016925","protein sumoylation",1,0,1
"GO:0016992","lipoate synthase activity",1,1,0
"GO:0016998","cell wall macromolecule catabolic process",1,1,0
"GO:0017004","cytochrome complex assembly",1,0,1
"GO:0017025","T2738834-class protein binding",1,0,1
"GO:0017025","TBP-class protein binding",1,1,0
"GO:0017038","protein import",1,0,1
"GO:0017057","6-phosphogluconolactonase activity",1,1,0
"GO:0017070","U6 snRNA binding",1,1,0
"GO:0017113","dihydropyrimidine dehydrogenase (NADP+) activity",1,1,0
"GO:0017150","tRNA dihydrouridine synthase activity",1,0,1
"GO:0017198","N-terminal peptidyl-serine acetylation",1,1,0
"GO:0018002","N-terminal peptidyl-glutamic acid acetylation",1,1,0
"GO:0018024","histone-lysine N-methyltransferase activity",1,0,1
"GO:0018200","peptidyl-glutamic acid modification",1,1,0
"GO:0018208","peptidyl-proline modification",1,0,1
"GO:0018210","peptidyl-threonine modification",1,1,0
"GO:0018298","protein-chromophore linkage",1,1,0
"GO:0018401","peptidyl-proline hydroxylation to 4-hydroxy-L-proline",1,1,0
"GO:0018478","malonate-semialdehyde dehydrogenase (acetylating) activity",1,0,1
"GO:0018549","methanethiol oxidase activity",1,0,1
"GO:0018812","3-hydroxyacyl-CoA dehydratase activity",1,1,0
"GO:0019008","molybdopterin synthase complex",1,0,1
"GO:0019148","D-cysteine desulfhydrase activity",1,1,0
"GO:0019154","glycolate dehydrogenase activity",1,0,1
"GO:0019239","deaminase activity",1,0,1
"GO:0019243","methylglyoxal catabolic process to D-lactate via S-lactoyl-glutathione",1,0,1
"GO:0019264","glycine biosynthetic process from serine",1,0,1
"GO:0019284","L-methionine salvage from S-adenosylmethionine",1,0,1
"GO:0019287","isopentenyl diphosphate biosynthetic process, mevalonate pathway",1,0,1
"GO:0019288","isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway",1,0,1
"GO:0019310","inositol catabolic process",1,0,1
"GO:0019344","cysteine biosynthetic process",1,0,1
"GO:0019346","transsulfuration",1,0,1
"GO:0019395","fatty acid oxidation",1,0,1
"GO:0019419","sulfate reduction",1,0,1
"GO:0019432","triglyceride biosynthetic process",1,0,1
"GO:0019439","aromatic compound catabolic process",1,0,1
"GO:0019464","glycine decarboxylation via glycine cleavage system",1,0,1
"GO:0019483","beta-alanine biosynthetic process",1,1,0
"GO:0019493","arginine catabolic process to proline",1,1,0
"GO:0019509","L-methionine salvage from methylthioadenosine",1,0,1
"GO:0019544","arginine catabolic process to glutamate",1,1,0
"GO:0019605","butyrate metabolic process",1,0,1
"GO:0019722","calcium-mediated signaling",1,0,1
"GO:0019740","nitrogen utilization",1,0,1
"GO:0019748","secondary metabolic process",1,0,1
"GO:0019751","polyol metabolic process",1,0,1
"GO:0019757","glycosinolate metabolic process",1,0,1
"GO:0019758","glycosinolate biosynthetic process",1,0,1
"GO:0019760","glucosinolate metabolic process",1,0,1
"GO:0019784","NEDD8-specific protease activity",1,0,1
"GO:0019787","ubiquitin-like protein transferase activity",1,1,0
"GO:0019825","oxygen binding",1,1,0
"GO:0019863","IgE binding",1,0,1
"GO:0019878","lysine biosynthetic process via aminoadipic acid",1,0,1
"GO:0019897","extrinsic component of plasma membrane",1,0,1
"GO:0019900","kinase binding",1,0,1
"GO:0019905","syntaxin binding",1,0,1
"GO:0019941","modification-dependent protein catabolic process",1,0,1
"GO:0019953","sexual reproduction",1,0,1
"GO:0022414","reproductive process",1,0,1
"GO:0022607","cellular component assembly",1,0,1
"GO:0022616","DNA strand elongation",1,1,0
"GO:0022625","cytosolic large ribosomal subunit",1,1,0
"GO:0022834","ligand-gated channel activity",1,0,1
"GO:0022853","active ion transmembrane transporter activity",1,0,1
"GO:0030014","CCR4-NOT complex",1,1,0
"GO:0030026","cellular manganese ion homeostasis",1,0,1
"GO:0030091","protein repair",1,0,1
"GO:0030131","clathrin adaptor complex",1,0,1
"GO:0030139","endocytic vesicle",1,1,0
"GO:0030155","regulation of cell adhesion",1,1,0
"GO:0030176","integral component of endoplasmic reticulum membrane",1,0,1
"GO:0030247","polysaccharide binding",1,1,0
"GO:0030258","lipid modification",1,0,1
"GO:0030261","chromosome condensation",1,1,0
"GO:0030267","glyoxylate reductase (NADP+) activity",1,0,1
"GO:0030295","protein kinase activator activity",1,0,1
"GO:0030307","positive regulation of cell growth",1,0,1
"GO:0030308","negative regulation of cell growth",1,1,0
"GO:0030366","molybdopterin synthase activity",1,0,1
"GO:0030388","fructose 1,6-bisphosphate metabolic process",1,0,1
"GO:0030422","production of siRNA involved in RNA interference",1,1,0
"GO:0030515","snoRNA binding",1,0,1
"GO:0030544","Hsp70 protein binding",1,1,0
"GO:0030599","pectinesterase activity",1,0,1
"GO:0030604","1-deoxy-D-xylulose-5-phosphate reductoisomerase activity",1,0,1
"GO:0030619","U1 snRNA binding",1,1,0
"GO:0030620","U2 snRNA binding",1,1,0
"GO:0030623","U5 snRNA binding",1,1,0
"GO:0030659","cytoplasmic vesicle membrane",1,0,1
"GO:0030663","COPI-coated vesicle membrane",1,1,0
"GO:0030677","ribonuclease P complex",1,0,1
"GO:0030687","preribosome, large subunit precursor",1,1,0
"GO:0030833","regulation of actin filament polymerization",1,1,0
"GO:0030894","replisome",1,1,0
"GO:0030897","HOPS complex",1,0,1
"GO:0030904","retromer complex",1,0,1
"GO:0030920","peptidyl-serine acetylation",1,1,0
"GO:0030929","ADPG pyrophosphorylase complex",1,0,1
"GO:0030974","thiamine pyrophosphate transmembrane transport",1,1,0
"GO:0030983","mismatched DNA binding",1,1,0
"GO:0031012","extracellular matrix",1,1,0
"GO:0031050","dsRNA processing",1,1,0
"GO:0031053","primary miRNA processing",1,0,1
"GO:0031087","deadenylation-independent decapping of nuclear-transcribed mRNA",1,0,1
"GO:0031122","cytoplasmic microtubule organization",1,0,1
"GO:0031123","RNA 3'-end processing",1,1,0
"GO:0031204","posttranslational protein targeting to membrane, translocation",1,0,1
"GO:0031222","arabinan catabolic process",1,0,1
"GO:0031224","intrinsic component of membrane",1,0,1
"GO:0031301","integral component of organelle membrane",1,0,1
"GO:0031306","intrinsic component of mitochondrial outer membrane",1,0,1
"GO:0031355","integral component of plastid outer membrane",1,0,1
"GO:0031358","intrinsic component of chloroplast outer membrane",1,0,1
"GO:0031369","translation initiation factor binding",1,1,0
"GO:0031386","protein tag",1,0,1
"GO:0031408","oxylipin biosynthetic process",1,0,1
"GO:0031409","pigment binding",1,1,0
"GO:0031415","NatA complex",1,1,0
"GO:0031428","box C/D RNP complex",1,0,1
"GO:0031507","heterochromatin assembly",1,0,1
"GO:0031534","minus-end directed microtubule sliding",1,0,1
"GO:0031593","polyubiquitin modification-dependent protein binding",1,1,0
"GO:0031902","late endosome membrane",1,1,0
"GO:0031930","mitochondria-nucleus signaling pathway",1,0,1
"GO:0031935","regulation of chromatin silencing",1,1,0
"GO:0031936","negative regulation of chromatin silencing",1,1,0
"GO:0031937","positive regulation of chromatin silencing",1,1,0
"GO:0031976","plastid thylakoid",1,0,1
"GO:0032050","clathrin heavy chain binding",1,0,1
"GO:0032143","single thymine insertion binding",1,0,1
"GO:0032147","activation of protein kinase activity",1,0,1
"GO:0032153","cell division site",1,0,1
"GO:0032264","IMP salvage",1,0,1
"GO:0032266","phosphatidylinositol-3-phosphate binding",1,1,0
"GO:0032301","MutSalpha complex",1,0,1
"GO:0032302","MutSbeta complex",1,1,0
"GO:0032357","oxidized purine DNA binding",1,0,1
"GO:0032366","intracellular sterol transport",1,0,1
"GO:0032389","MutLalpha complex",1,0,1
"GO:0032405","MutLalpha complex binding",1,0,1
"GO:0032452","histone demethylase activity",1,1,0
"GO:0032453","histone demethylase activity (H3-K4 specific)",1,1,0
"GO:0032456","endocytic recycling",1,0,1
"GO:0032501","multicellular organismal process",1,0,1
"GO:0032509","endosome transport via multivesicular body sorting pathway",1,1,0
"GO:0032511","late endosome to vacuole transport via multivesicular body sorting pathway",1,1,0
"GO:0032543","mitochondrial translation",1,1,0
"GO:0032580","Golgi cisterna membrane",1,1,0
"GO:0032875","regulation of DNA endoreduplication",1,0,1
"GO:0032876","negative regulation of DNA endoreduplication",1,0,1
"GO:0032889","regulation of vacuole fusion, non-autophagic",1,1,0
"GO:0032934","sterol binding",1,0,1
"GO:0032942","inositol tetrakisphosphate 2-kinase activity",1,0,1
"GO:0032957","inositol trisphosphate metabolic process",1,0,1
"GO:0032958","inositol phosphate biosynthetic process",1,0,1
"GO:0032981","mitochondrial respiratory chain complex I assembly",1,1,0
"GO:0033014","tetrapyrrole biosynthetic process",1,0,1
"GO:0033043","regulation of organelle organization",1,0,1
"GO:0033095","aleurone grain",1,0,1
"GO:0033098","amyloplast inner membrane",1,1,0
"GO:0033186","CAF-1 complex",1,0,1
"GO:0033204","ribonuclease P RNA binding",1,0,1
"GO:0033206","meiotic cytokinesis",1,0,1
"GO:0033274","response to vitamin B2",1,0,1
"GO:0033314","mitotic DNA replication checkpoint signaling",1,1,0
"GO:0033316","meiotic spindle assembly checkpoint signaling",1,1,0
"GO:0033354","chlorophyll cycle",1,0,1
"GO:0033389","putrescine biosynthetic process from arginine, using agmatinase",1,0,1
"GO:0033494","ferulate metabolic process",1,0,1
"GO:0033499","galactose catabolic process via UDP-galactose",1,1,0
"GO:0033500","carbohydrate homeostasis",1,1,0
"GO:0033517","myo-inositol hexakisphosphate metabolic process",1,0,1
"GO:0033528","S-methylmethionine cycle",1,1,0
"GO:0033540","fatty acid beta-oxidation using acyl-CoA oxidase",1,0,1
"GO:0033549","MAP kinase phosphatase activity",1,1,0
"GO:0033554","cellular response to stress",1,1,0
"GO:0033674","positive regulation of kinase activity",1,1,0
"GO:0033731","arogenate dehydrogenase [NAD(P)+] activity",1,0,1
"GO:0033743","peptide-methionine (R)-S-oxide reductase activity",1,0,1
"GO:0033818","beta-ketoacyl-acyl-carrier-protein synthase III activity",1,0,1
"GO:0033907","beta-D-fucosidase activity",1,0,1
"GO:0033926","glycopeptide alpha-N-acetylgalactosaminidase activity",1,0,1
"GO:0033947","mannosylglycoprotein endo-beta-mannosidase activity",1,0,1
"GO:0033987","2-hydroxyisoflavanone dehydratase activity",1,0,1
"GO:0034045","phagophore assembly site membrane",1,1,0
"GO:0034051","negative regulation of plant-type hypersensitive response",1,0,1
"GO:0034063","stress granule assembly",1,0,1
"GO:0034204","lipid translocation",1,1,0
"GO:0034219","carbohydrate transmembrane transport",1,1,0
"GO:0034314","Arp2/3 complex-mediated actin nucleation",1,0,1
"GO:0034337","RNA folding",1,1,0
"GO:0034501","protein localization to kinetochore",1,1,0
"GO:0034515","proteasome storage granule",1,1,0
"GO:0034620","cellular response to unfolded protein",1,0,1
"GO:0034645","cellular macromolecule biosynthetic process",1,0,1
"GO:0034647","histone demethylase activity (H3-trimethyl-K4 specific)",1,1,0
"GO:0034704","calcium channel complex",1,0,1
"GO:0034720","histone H3-K4 demethylation",1,1,0
"GO:0034755","iron ion transmembrane transport",1,0,1
"GO:0034765","regulation of ion transmembrane transport",1,0,1
"GO:0034968","histone lysine methylation",1,0,1
"GO:0035091","phosphatidylinositol binding",1,1,0
"GO:0035145","exon-exon junction complex",1,0,1
"GO:0035196","production of miRNAs involved in gene silencing by miRNA",1,0,1
"GO:0035250","UDP-galactosyltransferase activity",1,1,0
"GO:0035299","inositol pentakisphosphate 2-kinase activity",1,0,1
"GO:0035336","long-chain fatty-acyl-CoA metabolic process",1,0,1
"GO:0035529","NADH pyrophosphatase activity",1,0,1
"GO:0035618","root hair",1,0,1
"GO:0035639","purine ribonucleoside triphosphate binding",1,0,1
"GO:0035652","clathrin-coated vesicle cargo loading",1,1,0
"GO:0035672","oligopeptide transmembrane transport",1,0,1
"GO:0035673","oligopeptide transmembrane transporter activity",1,0,1
"GO:0035999","tetrahydrofolate interconversion",1,0,1
"GO:0036065","fucosylation",1,0,1
"GO:0036092","phosphatidylinositol-3-phosphate biosynthetic process",1,0,1
"GO:0036094","small molecule binding",1,0,1
"GO:0036243","succinate-semialdehyde dehydrogenase (NADP+) activity",1,0,1
"GO:0036297","interstrand cross-link repair",1,0,1
"GO:0036374","glutathione hydrolase activity",1,0,1
"GO:0036396","RNA N6-methyladenosine methyltransferase complex",1,1,0
"GO:0036424","L-phosphoserine phosphatase activity",1,1,0
"GO:0036425","D-phosphoserine phosphatase activity",1,1,0
"GO:0036459","thiol-dependent ubiquitinyl hydrolase activity",1,0,1
"GO:0036503","ERAD pathway",1,0,1
"GO:0040009","regulation of growth rate",1,0,1
"GO:0040010","positive regulation of growth rate",1,1,0
"GO:0040020","regulation of meiotic nuclear division",1,0,1
"GO:0042023","DNA endoreduplication",1,0,1
"GO:0042132","fructose 1,6-bisphosphate 1-phosphatase activity",1,0,1
"GO:0042144","vacuole fusion, non-autophagic",1,0,1
"GO:0042148","strand invasion",1,0,1
"GO:0042176","regulation of protein catabolic process",1,1,0
"GO:0042256","mature ribosome assembly",1,0,1
"GO:0042273","ribosomal large subunit biogenesis",1,1,0
"GO:0042277","peptide binding",1,0,1
"GO:0042398","cellular modified amino acid biosynthetic process",1,0,1
"GO:0042558","pteridine-containing compound metabolic process",1,1,0
"GO:0042565","RNA nuclear export complex",1,1,0
"GO:0042578","phosphoric ester hydrolase activity",1,0,1
"GO:0042594","response to starvation",1,1,0
"GO:0042625","ATPase-coupled ion transmembrane transporter activity",1,0,1
"GO:0042631","cellular response to water deprivation",1,1,0
"GO:0042651","thylakoid membrane",1,0,1
"GO:0042735","protein body",1,0,1
"GO:0042807","central vacuole",1,0,1
"GO:0043007","maintenance of rDNA",1,1,0
"GO:0043023","ribosomal large subunit binding",1,0,1
"GO:0043036","starch grain",1,0,1
"GO:0043039","tRNA aminoacylation",1,1,0
"GO:0043138","3'-5' DNA helicase activity",1,1,0
"GO:0043157","response to cation stress",1,0,1
"GO:0043207","response to external biotic stimulus",1,0,1
"GO:0043235","receptor complex",1,1,0
"GO:0043254","regulation of protein-containing complex assembly",1,0,1
"GO:0043407","negative regulation of MAP kinase activity",1,1,0
"GO:0043447","alkane biosynthetic process",1,0,1
"GO:0043450","alkene biosynthetic process",1,1,0
"GO:0043529","GET complex",1,0,1
"GO:0043546","molybdopterin cofactor binding",1,0,1
"GO:0043562","cellular response to nitrogen levels",1,1,0
"GO:0043572","plastid fission",1,0,1
"GO:0043617","cellular response to sucrose starvation",1,0,1
"GO:0043625","delta DNA polymerase complex",1,1,0
"GO:0043632","modification-dependent macromolecule catabolic process",1,1,0
"GO:0043682","P-type divalent copper transporter activity",1,0,1
"GO:0043727","5-amino-4-imidazole carboxylate lyase activity",1,1,0
"GO:0043783","oxidoreductase activity, acting on metal ions, flavin as acceptor",1,0,1
"GO:0043813","phosphatidylinositol-3,5-bisphosphate 5-phosphatase activity",1,0,1
"GO:0043916","DNA-7-methylguanine glycosylase activity",1,0,1
"GO:0043928","exonucleolytic catabolism of deadenylated mRNA",1,1,0
"GO:0044038","cell wall macromolecule biosynthetic process",1,1,0
"GO:0044042","glucan metabolic process",1,0,1
"GO:0044093","positive regulation of molecular function",1,1,0
"GO:0044183","protein folding chaperone",1,0,1
"GO:0044209","AMP salvage",1,1,0
"GO:0044247","cellular polysaccharide catabolic process",1,0,1
"GO:0044255","cellular lipid metabolic process",1,0,1
"GO:0044262","cellular carbohydrate metabolic process",1,0,1
"GO:0044272","sulfur compound biosynthetic process",1,0,1
"GO:0044282","small molecule catabolic process",1,0,1
"GO:0044283","small molecule biosynthetic process",1,0,1
"GO:0044322","endoplasmic reticulum quality control compartment",1,0,1
"GO:0044390","ubiquitin-like protein conjugating enzyme binding",1,1,0
"GO:0044545","NSL complex",1,0,1
"GO:0045017","glycerolipid biosynthetic process",1,0,1
"GO:0045037","protein import into chloroplast stroma",1,1,0
"GO:0045038","protein import into chloroplast thylakoid membrane",1,1,0
"GO:0045039","protein insertion into mitochondrial inner membrane",1,0,1
"GO:0045048","protein insertion into ER membrane",1,0,1
"GO:0045122","aflatoxin biosynthetic process",1,0,1
"GO:0045292","mRNA cis splicing, via spliceosome",1,0,1
"GO:0045298","tubulin complex",1,1,0
"GO:0045333","cellular respiration",1,1,0
"GO:0045430","chalcone isomerase activity",1,0,1
"GO:0045487","gibberellin catabolic process",1,1,0
"GO:0045490","pectin catabolic process",1,0,1
"GO:0045543","gibberellin 2-beta-dioxygenase activity",1,1,0
"GO:0045595","regulation of cell differentiation",1,0,1
"GO:0045723","positive regulation of fatty acid biosynthetic process",1,0,1
"GO:0045732","positive regulation of protein catabolic process",1,1,0
"GO:0045739","positive regulation of DNA repair",1,0,1
"GO:0045787","positive regulation of cell cycle",1,0,1
"GO:0045814","negative regulation of gene expression, epigenetic",1,1,0
"GO:0045839","negative regulation of mitotic nuclear division",1,0,1
"GO:0045900","negative regulation of translational elongation",1,1,0
"GO:0045927","positive regulation of growth",1,1,0
"GO:0045995","regulation of embryonic development",1,0,1
"GO:0046027","phospholipid:diacylglycerol acyltransferase activity",1,1,0
"GO:0046033","AMP metabolic process",1,0,1
"GO:0046168","glycerol-3-phosphate catabolic process",1,0,1
"GO:0046203","spermidine catabolic process",1,0,1
"GO:0046219","indolalkylamine biosynthetic process",1,0,1
"GO:0046278","3,4-dihydroxybenzoate metabolic process",1,0,1
"GO:0046322","negative regulation of fatty acid oxidation",1,0,1
"GO:0046352","disaccharide catabolic process",1,0,1
"GO:0046365","monosaccharide catabolic process",1,0,1
"GO:0046423","allene-oxide cyclase activity",1,0,1
"GO:0046438","D-cysteine metabolic process",1,1,0
"GO:0046473","phosphatidic acid metabolic process",1,1,0
"GO:0046475","glycerophospholipid catabolic process",1,0,1
